Vmag,Plx,e_Plx,B-V,SpType,Amag,TargetClass
9.94,0.77,1.09,-0.004,B2III/IV,14.372454,1
7.06,4.29,0.58,1.037,K0III,15.222286,0
8.68,7.39,1.3,0.138,A2V,18.023224,1
5.49,5.97,0.88,0.026,A0V,14.369871,1
7.23,13.28,0.77,0.448,F3V,17.84599,1
9.51,16.87,1.44,0.823,G8III,20.645576,0
9.87,6.07,1.05,0.827,K1/K2IV,18.785942,1
8.76,1.29,1.16,1.036,G6/G8III,14.312949,0
5.26,5.11,0.49,0.98,G8II/III,13.802105,0
8.88,4.75,1.44,1.02,G8V,17.26347,1
8.59,3.07,0.76,0.995,K0III,16.025692,0
7.17,-0.17,1.13,1.517,M2Iabpe comp,8.322245,0
7.91,6.91,1.3,0.413,F2V,17.10739,1
8.9,1.75,0.91,1.306,K0/K1III,15.1151905,0
8.28,2.87,1.16,-0.066,B8V,15.569409,1
8.63,1.95,1.04,-0.02,B9V,15.0801735,1
9.52,3.54,1.57,0.491,F0V,17.265017,1
7.82,8.16,1.19,0.287,A8V,17.37845,1
5.55,9.4,0.88,0.398,F5III+...,15.415639,0
8.59,4.51,0.98,1.044,G8/K0V,16.860882,1
8.59,17.45,7.67,0.691,G5V,19.798977,1
8.99,-0.75,1.64,-0.034,B9V,13.365306,1
8.78,0.12,1.14,0.12,B7III,9.175906,0
8.08,14.39,0.58,0.656,G0/G1V,18.870304,1
8.12,2.11,0.95,-0.048,B8III,14.741412,0
6.72,1.74,0.57,1.618,K4III,12.922746,0
7.23,5.43,1.01,1.022,K0III,15.903999,0
7.43,1.22,0.87,-0.012,B5III,12.861799,0
9.46,7.27,1.25,0.478,F3V,18.767672,1
9.27,2.91,1.75,1.27,G8III,16.589466,0
9.53,1.3,0.8,0.022,B9.5V,15.099716,1
6.22,16.77,1.0,0.57,G0IV,17.342665,1
6.08,28.67,0.92,0.509,F8V,18.367138,1
8.26,2.63,1.0,0.146,A1V,15.359779,1
7.67,17.17,0.93,0.716,G5V,18.843851,1
6.22,5.4,0.61,-0.132,B5III,14.881968,0
8.16,3.89,1.9,-0.1,A1V,16.109749,1
5.77,4.7,0.94,0.379,B2V,14.130489,1
7.92,0.81,0.93,0.645,A0Ia,12.462425,0
8.81,9.29,0.81,0.429,F5V,18.650078,1
9.88,26.57,2.56,1.21,K3/K4V,22.001957,1
5.9,3.63,0.87,1.529,K5III,13.699533,0
9.17,7.2,1.54,0.457,F3V,18.456661,1
6.29,19.81,0.87,0.462,F3/F5V,17.774422,1
3.96,6.53,0.47,-0.18,B3IV,13.034566,1
9.68,-2.96,2.35,1.15,G8/K0III:,17.036459,0
7.08,4.76,0.7,1.199,K1IIICN...,15.468035,0
7.46,11.3,1.07,0.338,F0/F2IV,17.725391,1
7.69,1.64,0.59,-0.016,B8III,13.764219,0
7.99,1.37,0.72,0.0,B1Ib/II,13.673603,0
8.03,2.87,1.04,1.211,K2III,15.319409,0
8.06,3.01,0.97,1.449,M4II-IIIvar,15.452833,0
7.49,0.81,0.79,1.38,K3IIICN...,12.032425,0
4.87,8.77,1.11,0.88,G8III,14.584998,0
6.75,5.48,0.8,-0.012,B9V,15.443903,1
4.79,32.13,0.61,0.996,K0III-IV,17.324554,1
8.41,1.91,1.24,1.026,G8III/IV,14.815166,1
7.15,2.75,1.03,1.631,M1III,14.346664,0
9.1,4.22,1.35,0.582,F6V,17.226562,1
8.56,16.26,1.17,0.595,G2V,19.615604,1
7.64,4.57,0.9,0.161,A3IV,15.939581,1
8.17,1.65,1.0,1.141,K1II,14.25742,0
6.7,11.04,0.58,0.905,G8III/IV,16.914845,1
7.72,12.42,0.66,0.51,F6V,18.190607,1
6.52,3.51,1.0,0.015,B9.5Vn,14.246536,1
9.21,7.11,1.42,0.393,F1V,18.469349,1
7.37,8.94,0.89,0.501,F6/F7V,17.126688,1
6.08,12.47,1.03,0.979,K0III,16.559332,0
8.37,8.36,1.05,0.345,A9/F0V,17.981031,1
7.62,2.33,0.84,1.182,K0III,14.4567795,0
8.27,2.68,1.18,0.193,B5III,15.410675,0
8.36,4.14,0.83,0.095,A1V,16.445002,1
5.72,6.03,0.75,1.551,M0III,14.621586,0
9.19,9.02,1.43,0.498,F3V,18.966034,1
7.93,10.75,1.0,0.35,F2V,18.087042,1
5.56,8.6,0.77,0.915,G7III:,15.232492,0
8.33,2.73,1.15,1.695,M1III:,15.510814,0
7.45,13.55,0.87,0.412,F3V,18.109695,1
7.95,5.51,0.97,0.287,A7IV,16.655758,1
8.15,1.85,0.92,1.501,K3III,14.485859,0
8.24,3.5,0.76,1.062,K1III,15.9603405,0
9.36,3.46,1.54,0.628,G2V,17.05538,1
7.66,4.2,1.28,0.12,A1V,15.776246,1
6.35,12.72,0.76,0.339,F5II,16.872437,0
8.57,1.88,1.22,1.015,G6/G8III:,14.940789,0
8.41,4.66,1.08,0.33,A9V,16.75193,1
8.43,4.97,1.01,0.197,A5V,16.911781,1
8.46,0.71,0.68,1.24,K1III,12.716291,0
9.02,2.61,0.98,1.835,M1/M2III:,16.103203,0
9.09,6.66,1.26,0.853,G8IV,18.20737,1
5.79,3.23,1.39,0.583,B8Vv comp VB,13.336012,1
9.65,6.25,1.69,1.13,F3IV/V,18.6294,1
8.29,0.84,1.13,1.66,M3III,12.911396,0
9.56,-0.97,1.68,0.993,K0III,14.493859,0
10.03,1.21,1.16,1.61,F5V,15.443927,1
8.01,2.59,1.1,1.092,K0III,15.076499,0
8.6,6.36,1.97,0.421,A1V,17.617287,1
6.69,2.43,0.82,-0.066,B8II,13.6180315,0
8.39,1.81,1.21,1.564,K2III,14.678392,0
8.42,1.64,1.19,1.31,M8III,14.494219,0
8.18,4.21,1.29,1.014,K0III,16.30141,0
9.08,1.77,1.35,1.395,K2III,15.319866,0
7.94,5.14,0.92,1.071,K0III,16.494816,0
8.69,4.07,1.12,0.055,A0/A1V,16.737972,1
9.47,-1.63,1.3,1.247,G1Ibvar,15.530939,0
6.11,10.95,0.75,1.039,K1III,16.307072,0
6.7,10.72,0.62,0.534,F7IV,16.850975,1
8.44,6.18,0.94,0.449,G3V,17.394943,1
8.78,9.35,1.14,0.491,F5V,18.634058,1
8.93,9.53,3.0,0.634,G3V,18.825464,1
8.48,-0.43,1.36,1.573,K3III,11.647342,0
9.47,6.38,1.51,0.512,F5V,18.494104,1
6.79,5.57,0.94,1.264,K2III,15.519276,0
6.5,3.83,0.61,-0.101,B3III,14.415994,0
8.35,2.39,1.16,1.447,K2III,15.24199,0
8.59,1.97,0.82,0.161,B7Vn,15.062331,1
8.67,2.4,2.42,1.144,K0:III+...,15.571056,0
6.52,6.01,0.48,-0.01,A0V,15.414373,1
8.08,4.01,1.04,1.047,G8III,16.095722,0
8.72,2.2,1.19,1.906,M1/M2III,15.432114,0
8.04,7.47,1.01,0.508,F5IV,17.406603,1
6.35,37.46,0.5,0.517,G0IV-V,19.21784,1
9.53,6.39,1.56,0.792,F8IV,18.557503,1
6.29,6.65,0.84,1.066,K0III,15.404108,0
8.7,11.81,1.11,0.573,F7V,19.061249,1
8.32,2.96,0.96,-0.029,B9III,15.676458,0
10.44,32.05,2.96,1.486,M0V...,22.96914,1
7.26,6.21,0.78,1.052,G6/G8III,16.225458,0
6.32,1.16,1.12,0.029,O9.5Ib,11.64229,0
6.04,20.4,0.53,0.289,F0IV,17.58815,1
5.72,-0.14,0.83,-0.03,B0Iab...,6.45064,0
9.15,11.82,1.5,0.565,G0V,19.513088,1
8.81,2.57,1.05,0.45,G8/K0III/IV,15.859666,1
4.03,196.62,1.38,0.86,K0V SB,20.49814,1
7.13,4.11,0.72,0.869,K0III,15.199209,0
8.75,6.38,1.2,0.308,A9V,17.774105,1
8.93,2.39,1.34,0.956,G8/K0IV,15.82199,1
9.07,8.76,1.5,0.661,G5/G6V,18.78252,1
7.36,1.95,0.96,1.574,K3Ib,13.810173,0
7.68,0.37,1.04,1.729,M1III,10.5210085,0
11.81,21.2,3.64,1.395,M0V:,23.44168,1
9.21,15.97,1.26,0.585,G0V,20.226524,1
8.64,2.2,0.82,1.49,M5III,15.352114,0
6.8,5.27,0.5,0.919,G8III,15.409053,0
7.9,5.91,0.89,0.469,F3/F5IV,16.757938,1
8.51,3.98,0.99,1.381,K4III,16.509415,0
11.0,-0.28,2.06,0.134,B5III,13.23579,0
9.17,1.63,1.51,1.086,K0III,15.230938,0
6.74,9.62,0.76,0.191,A5IV,16.655876,1
9.23,7.67,2.31,0.549,G1V,18.653976,1
8.27,12.75,1.06,0.596,F9V,18.797552,1
9.6,4.23,1.34,1.075,K0/K1III,17.731703,0
6.03,4.52,0.87,1.525,K5III,14.305693,0
6.53,3.69,0.73,0.051,A0Vs,14.365131,1
7.14,5.9,0.76,1.177,K1/K2III,15.994261,0
7.85,3.72,1.1,1.438,K3III,15.702715,0
7.83,1.86,1.14,1.389,K2/K3III,14.177565,0
7.95,6.53,0.79,0.159,A2IV,17.024567,1
8.33,1.76,1.13,1.05,K0III,14.557564,0
8.4,3.45,0.79,0.977,G8III,16.089096,0
9.56,6.83,1.52,0.425,F2V,18.732105,1
6.91,4.63,0.87,1.302,K2III,15.237905,0
6.44,1.22,0.96,1.813,M1III,11.871799,0
9.74,9.94,1.2,0.696,G5V,19.726933,1
7.31,5.19,0.84,0.033,A0V,15.885836,1
10.95,2.5,2.25,1.043,K0III,17.939701,0
7.7,3.2,0.75,1.037,G5II,15.22575,0
4.09,28.1,0.91,0.951,G8III-IV,16.333532,1
6.19,9.84,0.59,0.07,A2IV,16.154976,1
8.42,8.93,0.76,0.358,F0V,18.174257,1
8.77,3.36,1.19,1.393,K3III,16.401697,0
8.26,9.55,1.02,0.401,F2IV/V,18.160017,1
7.79,4.14,1.3,0.91,G3/G5III,15.875002,0
5.35,5.91,0.7,1.071,K1III,14.207937,0
7.77,3.93,0.85,1.11,K0III,15.741962,0
7.57,5.53,1.09,1.5,K2/K3III,16.283627,0
5.98,7.43,0.68,0.977,K0III,15.334944,0
7.86,3.35,0.94,1.409,K3III,15.485224,0
8.05,1.86,0.69,1.229,K2III,14.397565,0
9.58,2.7,1.3,0.97,G9III,16.73682,0
6.8,2.41,0.89,0.161,B2Ib,13.710086,0
8.67,1.27,0.77,1.434,K3III,14.189018,0
10.35,3.62,1.76,0.586,G2/G3V,18.143543,1
5.25,15.02,0.72,1.044,K1II/III,16.13335,0
7.84,0.31,1.06,1.649,M2III,10.296808,0
8.0,44.74,0.99,0.907,K5III,21.253479,0
7.69,3.66,0.59,1.418,K3III,15.507406,0
7.98,3.09,2.04,0.13,B8V,15.429792,1
8.23,10.21,0.97,0.452,F5V,18.275127,1
9.56,4.3,1.45,1.0,K0III:,17.727343,0
8.58,9.77,1.25,0.42,F3V,18.529472,1
6.18,9.29,0.63,0.419,F3Vn,16.020079,1
9.58,8.71,1.1,0.592,G3V,19.28009,1
6.68,16.79,0.74,0.349,F0V,17.805254,1
8.76,-0.09,0.94,-0.154,B4IV,8.531213,1
8.34,3.88,0.68,1.089,K0III,16.284159,0
6.66,2.77,0.73,1.259,K1III,13.872399,0
7.22,8.63,1.28,0.397,F5III,16.900053,0
8.47,5.56,1.7,0.288,A2IIm...,17.195374,0
8.66,3.37,1.29,1.782,M3III:,16.29815,0
8.53,4.3,1.16,1.412,K2III,16.697342,0
8.59,2.54,2.02,0.314,A4V+...,15.614168,1
8.12,4.0,0.65,1.082,G8III,16.1303,0
7.3,3.73,0.95,1.022,G8III,15.158545,0
3.85,13.75,0.6,0.858,G7II,14.541513,0
8.7,9.06,0.82,0.537,F7V,18.485641,1
9.33,8.22,0.94,0.684,G3/G5V,18.904358,1
4.15,8.12,0.61,-0.011,B9.5III,13.697781,0
3.93,0.55,0.54,1.225,G0Ia0,7.6318135,0
6.66,12.15,0.5,0.335,F0II/III,17.08288,0
8.03,6.56,1.01,0.229,A6V,17.11452,1
6.85,7.32,0.87,1.068,K1III,16.172556,0
8.61,5.25,1.38,0.335,A3V,17.210796,1
8.89,2.9,1.3,1.17,K0III,16.20199,0
8.36,5.04,0.78,1.191,K1III,16.872152,0
5.69,5.74,0.9,1.575,M3.5IIIa,14.48456,0
8.48,1.79,0.7,1.311,K1/K2III,14.744265,0
6.35,5.7,0.82,1.172,K0III,15.129374,0
5.38,13.81,0.78,0.961,K0III,16.080969,0
7.6,2.95,0.99,1.81,K0II-III,14.94911,0
9.02,21.29,1.91,0.839,K0V,20.660877,1
7.01,4.3,0.92,1.07,K0III,15.177342,0
6.64,2.28,0.75,-0.076,B5II,13.429674,0
6.5,3.98,0.69,-0.094,B6V,14.499415,1
6.27,7.49,0.62,1.01,G8/K0III,15.642408,0
8.19,5.15,1.17,0.176,A1/A2IV,16.749035,1
8.46,20.6,1.06,0.748,G6V,20.029335,1
8.88,1.3,1.18,1.346,K2III,14.449717,0
4.21,9.41,0.67,0.897,G5IIIvar,14.077949,0
6.85,10.38,0.71,0.401,F2/F3IV/V,16.930986,1
9.19,17.57,0.94,0.736,G8V,20.413858,1
1.97,7.56,0.48,0.636,F7:Ib-IIv SB,11.362609,0
9.3,13.39,1.6,0.727,K1/2V + (G),19.933903,1
7.71,11.13,0.97,0.854,G8V:+...,17.942476,1
8.38,2.27,1.81,0.2,A2IV/V,15.16013,1
9.05,10.9,1.21,0.56,F7V,19.237133,1
7.75,6.41,1.78,0.34,F2/F3IV,16.78429,1
7.61,3.07,0.97,1.201,K1IIICN...,15.045692,0
5.98,5.45,0.8,1.449,K3III,14.6619835,0
8.86,1.67,1.29,1.02,G8III,14.973581,0
7.36,7.58,0.91,1.094,K0/K1III,16.758347,0
8.24,2.19,1.15,1.025,G8/K0III,14.942221,0
9.07,0.42,1.22,0.68,K0IIIp,12.186246,0
3.6,17.42,0.73,-0.104,B8V,14.805241,1
8.73,2.7,0.84,1.252,K1III,15.886819,0
7.06,5.05,0.79,1.315,K2/3IIICNII,15.576456,0
8.82,0.98,0.99,1.034,K0III,13.776131,0
9.6,-0.98,1.05,0.022,B1III,14.556131,0
8.58,8.69,1.27,0.47,F3/F5V,18.275099,1
9.4,0.37,1.45,1.084,G8/K0III:,12.241009,0
4.83,11.06,0.48,0.058,A2IV/V,15.048775,1
7.78,7.56,1.37,0.411,F3IV...,17.17261,1
8.39,1.64,1.14,1.057,G8/K0IIICN.,14.46422,0
6.83,7.64,0.87,0.15,A0V,16.245466,1
6.64,1.27,0.73,1.076,F2Ia,12.1590185,0
8.31,19.82,0.73,0.658,G3V,19.795519,1
9.79,6.66,1.24,0.7,G5IV,18.907372,1
8.02,1.28,1.09,0.249,B7III,13.55605,0
7.13,2.46,0.81,1.26,K1III,14.084676,0
7.96,6.57,0.69,0.341,F0II/III,17.047829,0
7.29,6.26,1.06,1.179,K2III,16.272873,0
8.09,-0.14,1.15,1.561,M2III,8.820641,0
8.5,2.49,1.22,1.53,K3III,15.480997,0
8.72,12.43,1.02,0.502,F6V,19.192356,1
8.95,1.81,0.95,1.075,K0III,15.238392,0
8.71,2.97,1.15,0.945,G8III,16.073782,0
8.86,1.97,1.24,1.082,K0III,15.332331,0
8.41,2.21,1.03,0.003,B9IV,15.131962,1
9.85,25.08,1.92,1.103,K5V,21.846638,1
8.49,0.97,1.12,1.427,K5III,13.423859,0
7.51,14.26,0.89,0.415,F3IV,18.280598,1
6.06,19.11,0.53,0.408,F1III-IV,17.466303,1
6.75,6.49,0.77,1.069,K2III,15.811223,0
7.87,1.12,0.94,0.065,B6/B7III,13.116091,0
7.12,4.57,0.65,0.306,F0V,15.41958,1
6.53,7.97,0.79,1.041,K0III,16.037292,0
9.76,0.13,1.67,0.077,B4Ib,10.329717,0
6.97,-0.88,0.91,-0.073,B2II,11.692413,0
7.78,2.29,0.69,1.31,K2III,14.579178,0
8.65,4.4,1.5,0.502,F5V,16.867264,1
8.52,3.0,1.05,1.404,M1/M2III:,15.905607,0
9.27,5.02,1.67,0.446,F3V,17.77352,1
7.65,2.49,1.08,0.192,B3V,14.630997,1
7.65,21.41,1.1,0.629,G0III,19.303083,0
8.13,2.75,1.05,1.413,K3III,15.326664,0
9.59,30.13,1.6,0.99,K3V,21.984997,1
8.91,1.2,1.25,0.15,A5V,14.305906,1
8.12,2.15,1.05,2.53,C5II,14.782192,0
6.89,2.48,0.59,-0.096,B5V,13.862258,1
7.96,1.56,0.94,1.6,M2/M3III,13.925623,0
8.45,3.67,0.82,1.113,K0III,16.27333,0
3.97,30.73,0.55,-0.032,A0V,16.407812,1
5.82,2.16,0.82,0.594,F2Ib,12.4922695,0
8.88,6.67,3.02,0.5,F7IV-V,18.00063,1
8.19,7.13,1.19,0.257,A7V,17.455448,1
6.95,7.69,0.85,0.243,A7IV,16.379631,1
7.91,3.15,0.97,0.093,A0III,15.401552,0
8.5,5.61,0.91,0.637,G2V,17.244814,1
9.28,0.97,0.98,1.181,K2III,14.213859,0
9.13,4.11,1.3,1.669,K4/K5III:,17.19921,0
6.4,7.0,0.87,1.022,K0III...,15.62549,0
5.5,2.92,1.57,-0.004,B7III,12.826914,0
8.64,1.96,0.95,0.889,G6III,15.101281,0
9.1,13.97,0.86,0.558,G0V,19.825983,1
6.69,3.28,0.79,-0.026,B8IIIp (Si),14.269369,0
8.02,3.58,1.01,1.237,K0III,15.789415,0
8.18,1.93,0.78,1.514,M4III,14.607786,0
8.25,0.07,1.22,0.316,F0IV,7.47549,1
6.15,7.54,1.72,0.381,F1V,15.536856,1
7.95,7.48,0.91,0.367,F2V,17.319508,1
7.65,6.84,0.9,1.306,K2/K3IIICN.,16.825281,0
6.53,8.12,0.57,1.125,K2III,16.07778,0
6.99,3.06,0.91,-0.058,B4V,14.418607,1
9.23,5.3,1.41,0.46,F5V,17.85138,1
8.57,1.66,1.1,1.641,K4III,14.67054,0
8.76,4.17,1.41,1.185,G8III,16.86068,0
6.73,5.61,0.78,0.93,G8III,15.474813,0
9.76,7.49,1.81,0.823,G3/G5V,19.132408,1
9.19,10.77,1.33,0.646,G5V,19.351078,1
8.25,0.49,1.19,1.313,K1III/IV,11.70098,1
7.39,2.0,0.61,1.541,K5III,13.89515,0
4.99,13.67,0.87,1.046,K0IIIvar,15.668842,0
8.35,1.81,0.8,1.549,K3III,14.638393,0
7.97,7.59,0.7,0.578,F8IV/V,17.371208,1
6.2,4.71,0.84,1.01,G8III,14.5651045,0
8.57,1.96,0.86,0.839,F6/F7II,15.0312805,0
6.8,7.24,0.61,1.132,K0III,16.098694,0
8.34,2.19,0.82,1.046,G8III,15.042221,0
9.5,3.01,1.28,0.645,F5/F6V,16.892834,1
8.87,2.39,1.22,1.491,K3III,15.76199,0
7.12,4.27,0.69,0.003,B9V,15.27214,1
7.59,3.49,0.67,1.049,K0III,15.304128,0
8.9,2.29,0.78,1.234,K1/K2III,15.699177,0
7.56,2.04,0.88,0.032,B9IV,14.1081505,1
9.12,8.1,3.0,0.49,F3V,18.662426,1
5.28,24.75,0.68,0.383,F4IV,17.247877,1
4.98,11.56,0.75,0.088,A4V,15.294788,1
8.1,5.21,0.65,0.501,F5V,16.684189,1
8.7,4.58,0.88,0.954,G8III,17.004328,0
9.34,3.99,1.52,0.553,F5IV,17.344864,1
9.47,23.36,1.31,0.917,K2/K3IV,21.312365,1
8.7,1.45,1.08,1.53,K4/K5III,14.50684,0
8.24,6.32,0.69,0.893,G8IV,17.243586,1
8.41,2.53,1.06,0.917,G8/K0III,15.425602,0
10.04,1.74,2.05,0.492,F3V,16.242746,1
7.56,2.15,1.01,1.622,K4/K5III,14.222193,0
9.1,6.04,1.33,0.405,F2V,18.005184,1
6.2,7.77,0.82,1.237,K1III:,15.652105,0
8.34,3.06,0.69,1.674,M1III,15.768607,0
8.22,6.0,1.14,1.036,K0III,17.110756,0
9.84,26.49,1.98,1.148,K7V,21.95541,1
8.66,1.02,2.0,0.1,B9.5IV,13.703001,1
10.12,2.83,1.66,0.364,A0V,17.378933,1
6.76,2.22,0.64,1.256,K1III,13.491766,0
8.89,0.67,1.28,1.16,K1III,13.020374,0
7.39,5.17,0.92,1.077,K0III,15.957453,0
7.31,10.84,1.21,0.463,F6V,17.485147,1
7.32,12.71,1.15,0.344,F3III,17.840727,0
8.36,2.18,1.06,0.969,K0III,15.052282,0
4.95,5.97,0.88,1.312,K2III,13.829871,0
6.99,13.37,0.87,0.931,K0IV,17.620657,1
8.44,6.62,0.9,1.088,G8III,17.544289,0
8.38,12.52,1.07,0.697,G5V,18.868023,1
8.99,1.61,1.31,0.96,K0III,15.024129,0
8.95,6.26,1.21,0.632,G2IV/V,17.932873,1
6.91,8.09,0.85,1.262,K2IIICN+...,16.449741,0
11.37,4.75,2.19,0.769,G8IV,19.753468,1
6.87,3.82,0.58,1.715,M3III,14.780317,0
8.27,8.12,1.05,0.501,F5V,17.81778,1
8.49,3.46,1.04,0.303,A7III/IV,16.185379,1
9.12,5.09,1.08,1.367,K0III,17.653587,0
7.12,3.11,0.58,1.53,M0III,14.583802,0
7.73,5.51,0.95,1.544,K2/K3III,16.435759,0
9.11,2.25,1.25,1.199,K2/K3III,15.870913,0
8.63,-0.36,1.11,0.082,A0III/IV,11.411512,1
4.2,11.3,1.01,-0.143,B5V,14.465392,1
8.34,8.29,1.25,0.71,G3V,17.932774,1
6.98,6.09,0.8,-0.013,A0V,15.903086,1
8.51,2.34,1.09,0.013,B8V,15.356079,1
9.09,0.31,1.25,0.292,B0.5Ia,11.546808,0
9.58,8.28,1.33,0.547,F8/G0V,19.17015,1
7.09,3.4,0.6,1.398,K3III,14.747395,0
7.94,3.98,1.02,0.925,G8/K0III,15.939415,0
7.91,2.41,1.1,0.909,G8III,14.820086,0
9.36,0.01,1.53,1.094,G8/K0III,4.3599997,0
5.94,8.04,1.04,0.336,F2Vn,15.46628,1
6.39,8.38,0.82,0.285,F2V,16.00622,1
9.0,2.16,1.38,0.251,A3V,15.672269,1
5.0,3.92,0.5,1.545,K5III,12.966431,0
9.47,2.76,1.56,0.442,F3V,16.674545,1
5.26,11.09,0.47,1.115,K2III,15.484657,0
2.21,4.71,0.46,0.189,A8Ib,10.575105,0
9.68,5.4,2.07,0.487,F2V,18.341969,1
7.04,2.59,0.91,1.585,K5III,14.106499,0
8.71,1.58,1.15,1.056,G8/K0IV,14.703285,1
5.78,8.94,0.96,0.982,G7III,15.536688,0
8.32,0.93,1.43,1.601,K4III,13.162415,0
9.07,0.65,1.23,1.079,G8/K0III,13.134566,0
6.14,7.03,0.49,-0.103,B8V,15.374777,1
7.84,2.33,0.66,1.029,G8III,14.67678,0
7.53,2.53,0.78,1.017,K0III,14.545603,0
7.6,3.68,0.96,0.11,B8V,15.429239,1
7.54,-0.37,0.96,-0.039,B5V,10.381008,1
6.92,1.95,1.2,2.0,M0III,13.370173,0
8.93,2.26,0.93,0.29,B8V,15.700542,1
7.23,12.35,0.88,0.593,G0III,17.688335,0
8.14,2.81,1.14,1.013,G6IV/V,15.383533,1
2.99,24.69,0.7,0.92,G8III,14.952605,0
8.64,6.07,1.16,0.473,F2V,17.555943,1
8.4,3.86,1.09,1.019,K0III,16.332935,0
8.46,22.2,0.81,0.774,G8IV/V,20.191765,1
8.67,3.3,0.73,0.07,B9V,16.26257,1
4.3,2.75,0.59,0.082,B6Ib,11.496664,0
8.69,2.92,1.14,1.158,K1III,16.016914,0
9.15,2.17,1.42,1.059,G8III,15.832298,0
8.37,3.17,1.14,1.326,K2III,15.875297,0
7.18,4.11,0.85,1.047,K1III,15.249208,0
8.85,3.98,1.5,1.217,K0III,16.849415,0
5.08,2.54,0.5,-0.166,B2.5IV,12.104168,1
8.44,3.63,1.46,1.035,G8III,16.239532,0
8.91,2.55,1.44,1.041,G8III,15.9427,0
6.61,18.64,0.9,0.511,F6/F7V,17.962229,1
9.85,0.63,1.35,0.571,F5V,13.846703,1
8.09,4.48,1.33,0.992,G5V,16.34639,1
8.27,1.41,1.03,1.169,K1III,14.016096,0
8.04,2.17,1.08,1.603,K2III,14.722299,0
7.08,3.32,0.74,1.236,K0IIICN...,14.68569,0
9.84,1.22,1.42,0.579,F7V,15.271799,1
8.11,8.26,1.17,0.722,G3V,17.6949,1
6.11,3.25,0.61,1.514,M6II/III,13.669416,0
6.27,10.65,0.63,0.29,A9Vn,16.406748,1
7.26,23.15,1.84,0.624,G2V,19.082756,1
8.0,4.77,0.9,1.01,K0III,16.392591,0
7.08,2.6,0.77,1.427,K1III,14.154867,0
8.92,5.31,1.32,0.987,G8III,17.545473,0
4.39,10.15,0.6,1.597,M4III SB,14.422329,0
9.31,4.19,1.39,0.428,F6V,17.42107,1
10.57,-1.62,1.77,0.54,F6/F7V,16.617575,1
9.64,33.35,1.51,1.163,K5V,22.25548,1
6.55,45.73,0.95,0.646,G1V,19.851006,1
8.29,3.12,0.73,1.187,K2III,15.760773,0
9.08,12.58,1.47,0.558,G2V,19.578403,1
8.89,2.31,1.25,0.944,G8IV,15.70806,1
8.68,9.54,1.21,0.46,F3/F5V,18.577744,1
8.03,26.94,0.82,0.585,G0V,20.181988,1
8.83,0.61,0.78,1.703,M2III,12.756649,0
9.81,4.81,1.63,0.459,F3/F5V,18.220726,1
8.38,1.63,1.02,0.46,B9IV,14.440939,1
7.95,1.69,1.09,1.337,G8III/IV,14.089434,1
8.56,1.45,1.13,0.982,G8III,14.36684,0
8.35,-0.81,1.12,0.136,B9II/III,12.892426,0
8.58,8.01,0.93,0.456,F3/F5V,18.098164,1
9.2,11.52,1.55,0.665,G3V,19.507263,1
9.25,16.17,2.7,0.782,G8IV,20.29355,1
8.19,4.09,1.15,1.07,G8/K0III,16.248615,0
7.49,7.76,0.83,0.421,F2V,16.939308,1
5.62,6.7,1.38,1.015,G8III,14.750374,0
9.41,22.44,1.3,0.802,K0V,21.165113,1
6.48,4.28,0.78,0.679,A2V,14.637218,1
6.68,15.87,0.81,0.82,G8IV/V,17.682884,1
8.7,7.02,0.76,0.293,A7IV,17.931686,1
6.41,7.75,0.6,1.163,K1III,15.856508,0
8.73,4.07,1.27,1.063,K1III,16.777971,0
8.45,3.04,0.65,1.125,K1IIICN...,15.8643675,0
8.48,2.37,1.47,0.703,G2III,15.353741,0
9.02,2.65,0.99,1.035,G8III,16.13623,0
9.04,1.78,1.85,0.205,A3V,15.2921,1
6.76,7.75,1.25,0.12,A0III/IV,16.206509,1
8.18,3.38,0.7,1.04,G8/K0III,15.824584,0
7.99,3.93,1.01,-0.075,B6V,15.961963,1
8.62,5.66,2.14,0.218,A3III,17.384083,0
5.51,11.9,0.74,1.015,K0III,15.887735,0
8.61,1.48,0.75,1.298,K2III,14.4613085,0
5.84,4.38,0.92,1.129,G8/K0III,14.047371,0
8.1,1.65,0.72,0.026,B8V,14.18742,1
7.69,3.69,0.91,0.979,K0III,15.525131,0
8.02,8.21,1.01,0.43,F2/F3IV/V,17.591717,1
8.58,3.73,1.55,0.398,F2V,16.438545,1
8.41,4.59,1.49,0.207,A1IV,16.719063,1
6.26,2.52,0.92,-0.038,B8/B9II,13.267003,0
7.97,-0.37,0.94,1.064,GV:w,10.811008,1
3.97,8.4,0.55,0.936,G5II/III,13.591396,0
9.4,8.18,1.47,0.559,F6V,18.963766,1
7.36,2.84,0.78,1.641,K4III,14.626593,0
5.95,32.6,1.7,0.58,G0V,18.516087,1
5.83,12.47,0.63,0.569,F6V,16.309332,1
7.89,3.49,1.44,2.45,C6II,15.604128,0
9.43,24.56,0.93,0.9,K2V,21.381142,1
8.05,8.22,1.11,0.574,F7V,17.62436,1
9.31,8.13,1.66,0.469,F3/F5V,18.860455,1
8.19,0.64,0.87,0.955,G8III,12.2209,0
6.48,29.08,0.57,0.528,G1V,18.797972,1
6.05,16.2,0.52,0.439,F2IV,17.097576,1
8.16,0.97,0.93,1.445,K2/K3IIICN.,13.093859,0
9.12,7.55,1.27,0.549,F8/G0V,18.509735,1
